mar_rolling_xg,mar_rolling_shots,mar_rolling_goals,mar_rolling_passes,mar_rolling_passes_completed,mar_rolling_progressive,mar_rolling_key_passes,mar_rolling_pressures,mar_rolling_under_pressure,mar_rolling_dribbles,mar_rolling_dribbles_comp,mar_pass_completion_rate,mar_pass_completion_under_pressure,mar_xg_rate,mar_shot_rate,mar_pressure_intensity,mar_progressive_pass_rate,mar_dribble_success_rate,mar_territory_mean_x,mar_cumulative_xg,mar_cumulative_shots,mar_pass_completion_delta,minute,opp_rolling_xg,opp_rolling_shots,opp_rolling_goals,opp_rolling_passes,opp_rolling_passes_completed,opp_rolling_progressive,opp_rolling_key_passes,opp_rolling_pressures,opp_rolling_under_pressure,opp_rolling_dribbles,opp_rolling_dribbles_comp,opp_pass_completion_rate,opp_pass_completion_under_pressure,opp_xg_rate,opp_shot_rate,opp_pressure_intensity,opp_progressive_pass_rate,opp_dribble_success_rate,opp_territory_mean_x,opp_cumulative_xg,opp_cumulative_shots,opp_pass_completion_delta,xg_diff,territory_diff,momentum_index,mar_score,opp_score,score_diff,time_remaining_proxy,match_id,opponent,stage
0.414688333,2.0,1.0,98.0,85.0,30.0,0.0,15.0,72.0,6.0,3.0,0.8673469387755102,0.9375,0.02764588886666667,0.13333333333333333,1.0,0.30612244897959184,0.5,77.36943866107373,0.609554913,3,-0.03222184428500918,30,0.0,0.0,0.0,40.0,30.0,16.0,0.0,28.0,43.0,1.0,1.0,0.75,0.7777777777777778,0.0,0.0,1.8666666666666667,0.4,1.0,37.36440532518164,0.0,0,-0.04312216565179583,0.414688333,40.00503333589209,-0.07191910662040812,1,0,1,60,3920394,Tanzania,Group Stage
0.414688333,2.0,1.0,87.0,74.0,29.0,0.0,15.0,70.0,6.0,3.0,0.8505747126436781,0.9333333333333333,0.02764588886666667,0.13333333333333333,1.0,0.3333333333333333,0.5,78.80185245417718,0.609554913,3,-0.04899407041684123,31,0.0,0.0,0.0,38.0,29.0,15.0,0.0,27.0,43.0,1.0,1.0,0.7631578947368421,0.7777777777777778,0.0,0.0,1.8,0.39473684210526316,1.0,37.16796593124225,0.0,0,-0.029964270914953683,0.414688333,41.63388652293493,-0.011374888933333382,1,0,1,59,3920394,Tanzania,Group Stage
0.713896173,3.0,1.0,72.0,61.0,24.0,1.0,15.0,59.0,6.0,3.0,0.8472222222222222,0.9,0.0475930782,0.2,1.0,0.3333333333333333,0.5,81.37963023195495,0.908762753,4,-0.05234656083829714,32,0.0,0.0,0.0,40.0,33.0,15.0,0.0,22.0,42.0,1.0,1.0,0.825,0.7777777777777778,0.0,0.0,1.4666666666666666,0.375,1.0,37.07004926457558,0.0,0,0.031877834348204126,0.713896173,44.30958096737937,0.19518615640000003,1,0,1,58,3920394,Tanzania,Group Stage
0.713896173,3.0,1.0,70.0,61.0,26.0,1.0,14.0,46.0,5.0,3.0,0.8714285714285714,1.0,0.0475930782,0.2,0.9333333333333333,0.37142857142857144,0.6,79.51889152621625,0.908762753,4,-0.02814021163194791,33,0.0,0.0,0.0,38.0,32.0,15.0,0.0,16.0,37.0,1.0,1.0,0.8421052631578947,0.875,0.0,0.0,1.0666666666666667,0.39473684210526316,1.0,38.38960482013113,0.0,0,0.04898309750609886,0.713896173,41.12928670608512,0.39994806116190473,1,0,1,57,3920394,Tanzania,Group Stage
0.713896173,3.0,1.0,59.0,51.0,21.0,1.0,13.0,37.0,4.0,3.0,0.864406779661017,1.0,0.0475930782,0.2,0.8666666666666667,0.3559322033898305,0.75,78.13870634103107,0.908762753,4,-0.03516200339950237,34,0.0,0.0,0.0,39.0,33.0,14.0,0.0,12.0,30.0,0.0,0.0,0.8461538461538461,0.875,0.0,0.0,0.8,0.358974358974359,,38.728416008942325,0.0,0,0.053031680502050316,0.713896173,39.41029033208874,0.48445169312316383,1,0,1,56,3920394,Tanzania,Group Stage
0.758155583,4.0,1.0,66.0,59.0,23.0,2.0,9.0,42.0,5.0,4.0,0.8939393939393939,1.0,0.05054370553333333,0.26666666666666666,0.6,0.3484848484848485,0.8,77.30732538865011,0.953022163,5,-0.005629389121125428,35,0.0,0.0,0.0,27.0,23.0,9.0,0.0,14.0,20.0,0.0,0.0,0.8518518518518519,0.75,0.0,0.0,0.9333333333333333,0.3333333333333333,,38.91052127210022,0.0,0,0.05872968620005603,0.758155583,38.396804116549895,0.2829055928848484,1,0,1,55,3920394,Tanzania,Group Stage
0.797236929,5.0,1.0,70.0,63.0,22.0,3.0,10.0,39.0,4.0,3.0,0.9,1.0,0.0531491286,0.3333333333333333,0.6666666666666666,0.3142857142857143,0.75,80.13917724050198,0.992103509,6,0.00043121693948067197,36,0.0,0.0,0.0,30.0,24.0,10.0,0.0,12.0,23.0,0.0,0.0,0.8,0.6,0.0,0.0,0.8,0.3333333333333333,,35.51029904987799,0.0,0,0.006877834348204215,0.797236929,44.628878190623986,0.3539173048190475,1,0,1,54,3920394,Tanzania,Group Stage
0.797236929,5.0,1.0,59.0,51.0,20.0,3.0,10.0,48.0,4.0,3.0,0.864406779661017,0.8571428571428571,0.0531491286,0.3333333333333333,0.6666666666666666,0.3389830508474576,0.75,79.4115091224565,0.992103509,6,-0.03516200339950237,37,0.0,0.0,0.0,32.0,25.0,11.0,0.0,16.0,24.0,0.0,0.0,0.78125,0.6,0.0,0.0,1.0666666666666667,0.34375,,35.87252127210022,0.0,0,-0.01187216565179583,0.797236929,43.53898785035627,0.2452813080474575,1,0,1,53,3920394,Tanzania,Group Stage
0.972889999,6.0,1.0,65.0,57.0,21.0,4.0,12.0,53.0,5.0,4.0,0.8769230769230769,0.75,0.06485933326666667,0.4,0.8,0.3230769230769231,0.8,77.29131588574151,1.167756579,7,-0.022645706137442434,38,0.0,0.0,0.0,34.0,26.0,13.0,0.0,16.0,29.0,0.0,0.0,0.7647058823529411,0.6,0.0,0.0,1.0666666666666667,0.38235294117647056,,34.88739306697201,0.0,0,-0.028416283298854705,0.972889999,42.4039228187695,0.31946225627692315,1,0,1,52,3920394,Tanzania,Group Stage
0.972889999,6.0,1.0,77.0,67.0,23.0,4.0,13.0,59.0,5.0,4.0,0.8701298701298701,0.8,0.06485933326666667,0.4,0.8666666666666667,0.2987012987012987,0.8,72.94404861847426,1.167756579,7,-0.029438912930649264,39,0.0,0.0,0.0,37.0,27.0,15.0,0.0,19.0,31.0,0.0,0.0,0.7297297297297297,0.5,0.0,0.0,1.2666666666666666,0.40540540540540543,,36.53587791545686,0.0,0,-0.06339243592206611,0.972889999,36.4081707030174,0.22841996523463204,1,0,1,51,3920394,Tanzania,Group Stage
0.972889999,6.0,1.0,81.0,72.0,24.0,4.0,12.0,62.0,6.0,5.0,0.8888888888888888,0.8,0.06485933326666667,0.4,0.8,0.2962962962962963,0.8333333333333334,70.85682639625203,1.167756579,7,-0.01067989417163051,40,0.0,0.0,0.0,47.0,37.0,14.0,0.0,19.0,31.0,0.0,0.0,0.7872340425531915,0.5,0.0,0.0,1.2666666666666666,0.2978723404255319,,36.21344465840118,0.0,0,-0.005888123098604314,0.972889999,34.64338173785085,0.1926816294962963,1,0,1,50,3920394,Tanzania,Group Stage
0.972889999,6.0,1.0,79.0,70.0,22.0,4.0,13.0,58.0,6.0,5.0,0.8860759493670886,0.8,0.06485933326666667,0.4,0.8666666666666667,0.27848101265822783,0.8333333333333334,70.35083642131468,1.167756579,7,-0.013492833693430795,41,0.0,0.0,0.0,57.0,46.0,15.0,0.0,18.0,34.0,0.0,0.0,0.8070175438596491,0.5714285714285714,0.0,0.0,1.2,0.2631578947368421,,34.53018539914192,0.0,0,0.013895378207853248,0.972889999,35.82065102217276,0.24153301252489456,1,0,1,49,3920394,Tanzania,Group Stage
